gene_id,is_de,timing_group,effect_stratum,effect_type,true_tau,true_kappa,true_delta1,true_delta2,target_abs_mean_posttau_log2fc,true_abs_mean_posttau_log2fc,true_r
gene_0978,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.973864835608538
gene_0979,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.5659911125347
gene_0980,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.8015190449196
gene_0981,True,early,strong,symmetric,0.2700832915910712,24.0,0.9400931713309094,-0.9067890034511827,2.453433919396812,2.453433919396812,37.3967856555196
gene_0982,True,middle,weak,symmetric,0.5444762567903222,20.0,-0.33445442309298795,0.27772641821419874,0.7487869481344669,0.7487869481344671,29.686553652170794
gene_0983,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.336402070222352
gene_0984,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.368467065950927
gene_0985,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.028013314109263
gene_0986,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.447379796993047
gene_0987,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.76868458836492
gene_0988,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.701036831958696
gene_0989,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,30.723053672376693
gene_0990,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.009361542156995
gene_0991,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.404531918135426
gene_0992,True,middle,strong,symmetric,0.578108671063923,24.0,-1.1824300978502384,1.1063352179636519,2.84979007266651,2.84979007266651,37.47787598841665
gene_0993,True,early,weak,symmetric,0.35753454347827773,24.0,0.2752218610603719,-0.26182373119045627,0.7050827701620719,0.7050827701620719,26.004904544957704
gene_0994,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.90781657694394
gene_0995,True,late,moderate,symmetric,0.6571856313336926,16.0,-0.8882738884751206,0.9607170363394814,1.9973001118601066,1.9973001118601064,34.574752664848404
gene_0996,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.343971760576707
gene_0997,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.927997608614454
gene_0998,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.29037511832229
gene_0999,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.85417044388912
gene_1000,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.424755465515318
